1.4
[Horizontals]
257|  5A   | 12 |high| -8  |   -2  |   +2  |8 |4 |3|40 |28 | 0 |Ω |
309|  4B   | 22 |high| -14 |STN -6 |       |18|38|6|60 |38 | 0 |TC[13-19] Ω Ω |
309|  4B   | 22 |high| -14 |   -6  |       |18|38|6|60 |38 | 0 |TC[13-19] Ω |
309|  4B   | 22 |high| -14 |STN -6 |       |18|38|6|60 |38 | 0 |TC[13-19] Ω Ω |
310|  4Bd  | 20 |high| -64 |  -57  |       |4 |2 |2|106|86 |-27|Ω |
310|  4Bd  | 20 |high| -64 |  -57  |       |4 |2 |2|106|86 |-27|Ω Ω |
311| 4Bd.  | 28 |high| -56 |  -49  |       |4 |2 |2|106|78 |-20|Ω |
311| 4Bd.  | 28 |high| -56 |  -49  |       |4 |2 |2|106|78 |-20|Ω Ω |
312| 4Bd.. | 31 |high| -53 |  -46  |       |4 |2 |2|106|75 |-20|Ω |
312| 4Bd.. | 31 |high| -53 |  -46  |       |4 |2 |2|106|75 |-20|Ω Ω |
313|4Bd... | 34 |high| -50 |  -43  |       |4 |2 |2|106|72 |-20|Ω |
313|4Bd... | 34 |high| -50 |  -43  |       |4 |2 |2|106|72 |-20|Ω Ω |
314|4Bd....| 37 |high| -47 |  -40  |       |4 |2 |2|106|69 |-20|Ω |
314|4Bd....| 37 |high| -47 |  -40  |       |4 |2 |2|106|69 |-20|Ω Ω |
315|Bd.....| 43 |smid| -41 |KND -34|       |8 |2 |4|106|63 |-17|GRND Ω |
315|Bd.....| 43 |smid| -41 |KND -34|       |8 |2 |4|106|63 |-17|GRND Ω Ω |
316|d......| 49 |smid| -35 |KND -28|       |5 |2 |2|106|57 |-17|GRND Ω |
316|d......| 49 |smid| -35 |KND -28|       |5 |2 |2|106|57 |-17|GRND Ω Ω |
317|.......| 52 |smid| -32 |KND -25|       |5 |2 |2|106|54 |-20|GRND |
318|.......| 56 |mid| +3  |KND -8 |       |18|18|5|93 |37 |-19|GRND |
319| 236B  | 20 |mid| +1  |   +1  |       |0 |0 |3|18 |-2 | 0 |TC[7-17] |
320| 236B. | 2  |mid| -41 |  -31  |       |14|7 |3|62 |60 |-18|GRND |
321|236B.. | 17 |mid| -19 |  -11  |       |16|7 |4|54 |37 |-4 |GRND Ω |
321|236B.. | 18 |mid| -18 |  -10  |       |16|7 |3|54 |36 |-3 |GRND Ω Ω |
319| 236B  | 20 |mid| +1  |   +1  |       |0 |0 |3|18 |-2 | 0 |TC[7-17] |
320| 236B. | 2  |mid| -41 |  -31  |       |14|7 |3|62 |60 |-18|GRND |
321|236B.. | 17 |mid| -19 |  -11  |       |16|7 |4|54 |37 |-4 |GRND Ω |
321|236B.. | 18 |mid| -18 |  -10  |       |16|7 |3|54 |36 |-3 |GRND Ω Ω |
322|236B...| 0  |  | +0  |   +0  |       |  |4 | |39 |-1 |-16| |
322|236B...| 0  |  | +0  |   +0  |       |  |4 | |39 |-1 |-16| |
2:15 1:20 s:16 b:19 |
499|66[K]. | 0  |  | +0  |   +0  |       |  |4 | |70 |-1 | 0 | |
381|  2B   | 18 |mid| -10 |   +0  |       |16|7 |3|49 |31 | 0 |TC[0-4] TC[16-] GRND |
382|  3B   | 18 |low| -20 |   -6  |STN -6 |18|7 |3|64 |46 | 0 |TC[0-] GRND Ω |
382|  3B   | 18 |low| -20 |   -6  |STN -6 |18|7 |3|64 |46 | 0 |TC[0-] GRND Ω Ω |
382|  3B   | 18 |low| -20 |   -6  |STN -6 |18|7 |3|64 |46 | 0 |TC[0-] GRND Ω |
382|  3B   | 18 |low| -20 |   -6  |STN -6 |18|7 |3|64 |46 | 0 |TC[0-] GRND Ω Ω |
383| 3[B]  | 0  |  | +0  |   +0  |       |  |7 | |30 |-1 |-20|TC[29697-] |
2:0 1:25 s:17 b:27 |
546|44B+K. | 1  |0 | -39 |  -39  |       |0 |4 |1|39 |38 |-19|TC[29697-41] |
549|44B+K..| 4  |UB_mid_47| -11 |KND -7 |       |50|46|6|40 |36 |42 |TC[0-7] GRND Ω |
549|44B+K..| 4  |UB_mid_47| -11 |KND -7 |       |50|46|6|40 |36 |42 |TC[0-7] GRND Ω Ω |
384|  1B   | 18 |mid| -12 |LNC -4 |       |26|22|3|51 |33 | 0 |TC[0-16] Ω |
384|  1B   | 18 |mid| -12 |STN -4 |       |26|22|3|51 |33 | 0 |TC[0-16] Ω Ω |
389|  5B   | 20 |mid| -14 |LNC -8 |       |16|22|4|57 |37 | 0 |TC[0-13] GRND Ω |
389|  5B   | 20 |mid| -14 |LNC -8 |       |16|22|4|57 |37 | 0 |TC[0-13] GRND Ω Ω |
390|  5BB  | 22 |high| -20 |  -12  |       |6 |22|7|60 |38 | 3 |Ω |
390|  5BB  | 22 |high| -20 |  -12  |       |6 |22|7|60 |38 | 3 |Ω Ω |
391| 5BB.  | 29 |high| -12 |   -6  |       |6 |16|3|60 |31 |-12|Ω |
391| 5BB.  | 29 |high| -12 |   -6  |       |6 |16|3|60 |31 |-12|Ω Ω |
392| 5BB.. | 0  |  | +0  |   +0  |       |  |4 | |56 |-1 |-49| |
401|  9B   | 42 |mid| -10 |STN -3 |       |28|22|5|74 |32 | 0 |TJ[7-40] TC[40-58] GRND |
404|  9BB  | 20 |mid| -16 |LNC -9 |       |16|22|4|57 |37 | 1 |TC[0-12] GRND |
405| 9BBB  | 22 |high| -18 |  -13  |       |6 |16|5|60 |38 | 5 | |
406| 9BBB. | 29 |high| -12 |   -6  |       |6 |12|3|60 |31 |-14|Ω |
406| 9BBB. | 29 |high| -12 |   -6  |       |6 |12|3|60 |31 |-14|Ω Ω |
392| 5BB.. | 0  |  | +0  |   +0  |       |  |4 | |56 |-1 |-49| |
416|  btB  | 18 |mid| -23 |  -13  |       |16|7 |5|62 |44 | 0 | |
418|  btB  | 18 |mid| -25 |  -15  |       |18|7 |5|64 |46 | 0 |TC[13-] GRND |

[Kicks]
323|  5K   | 12 |high| -8  |   +0  |       |12|4 |2|41 |29 | 0 | |
324|  6K   | 16 |mid| -8  |   +2  |       |12|7 |2|52 |36 | 0 |Ω |
324|  6K   | 16 |mid| -8  |   +2  |       |12|7 |2|52 |36 | 0 |Ω Ω |
325|  6KB  | 34 |high| +4  |KND -9 |       |24|20|2|72 |38 | 6 |TC[24-60] GRND Ω |
325|  6KB  | 30 |mid| +4  |LNC -13|       |24|20|3|72 |42 | 2 |TC[24-60] GRND Ω Ω |
324|  6K   | 16 |mid| -8  |   +2  |       |12|7 |2|52 |36 | 0 |Ω |
324|  6K   | 16 |mid| -8  |   +2  |       |12|7 |2|52 |36 | 0 |Ω Ω |
325|  6KB  | 34 |high| +4  |KND -9 |       |24|20|2|72 |38 | 6 |TC[24-60] GRND Ω |
325|  6KB  | 30 |mid| +4  |LNC -13|       |24|20|3|72 |42 | 2 |TC[24-60] GRND Ω Ω |
326| 6KB.  | 34 |UB_high_41| -4  |KND -9 |       |24|20|2|72 |38 |-43|TC[24-60] GRND Ω |
326| 6KB.  | 30 |UB_mid_47| -8  |LNC -13|       |24|20|3|72 |42 |-47|TC[24-60] GRND Ω Ω |
328|  3K   | 14 |mid| -6  |   +4  |       |16|7 |2|40 |26 | 0 | |
328|  3K   | 14 |mid| -6  |   +4  |       |16|7 |2|40 |26 | 0 | |
329| 3[K]  | 14 |mid| +2  |STN +34|       |26|22|2|40 |26 |-21| |
330|  2K   | 16 |low| -14 |   -4  |       |12|4 |2|46 |30 | 0 |TC[11-] GRND |
331|  1K   | 16 |low| -16 |   -2  |STN -2 |10|7 |2|47 |31 | 0 |GRND Ω |
331|  1K   | 16 |low| -16 |   -2  |STN -2 |10|7 |2|47 |31 | 0 |GRND Ω Ω |
331|  1K   | 16 |low| -16 |   -2  |STN -2 |10|7 |2|47 |31 | 0 |GRND Ω |
331|  1K   | 16 |low| -16 |   -2  |STN -2 |10|7 |2|47 |31 | 0 |GRND Ω Ω |
332|  1K?  | 1  |low| -73 |  -63  |       |20|7 |3|93 |92 |-14| |
333|  4K   | 18 |mid| -6  |   +8  |       |22|7 |2|54 |36 | 0 |TC[6-19] |
385|  2K   | 16 |low| -14 |   -4  |       |12|4 |2|46 |30 | 0 |TC[0-4] TC[10-] GRND |
386|  3K   | 18 |mid| -12 |   -4  |       |14|4 |2|49 |31 | 0 |TC[0-] |
393|  5K   | 12 |mid| -8  |   +0  |       |18|7 |2|39 |27 | 0 |TC[0-6] |
407|  9K   | 26 |mid| -6  |LNC +2 |       |22|10|2|53 |27 | 0 |TJ[7-32] |
420|  btK  | 14 |high| -19 |   -9  |       |14|4 |2|55 |41 | 0 | |
422|  btK  | 18 |low| -22 |  -12  |       |18|4 |2|58 |40 | 0 |TC[13-] GRND |
409|  7K   | 26 |mid| -6  |LNC +2 |       |18|10|2|53 |27 | 0 |TJ[7-32] |
408|  8K   | 26 |mid| -6  |LNC +2 |       |20|10|2|53 |27 | 0 |TJ[7-32] |

[Dual Button]
334| 5A+B  | 38 |mid| +10 |STN -6 |       |30|38|3|73 |35 | 0 | |
335| 6A+B  | 22 |mid| +9  |  +25  |       |12|4 |4|34 |12 | 0 |TJ[20-32] TC[32-] |
337| 6A+BA | 14 |sl_31| -10 |   -6  |       |8 |4 |3|49 |35 | 4 |TC[0-22] GRND |
338|6A+BA. | 37 |mid| -6  |   +4  |       |12|4 |3|63 |26 |-3 |TC[0-22] Ω |
338|6A+BA. | 37 |mid| -6  |   +4  |       |12|4 |3|63 |26 |-3 |TC[0-22] Ω Ω |
339|  3AU  | 0  |  | +0  |   +0  |       |  |4 | |82 |-1 | 0 |TC[14-66] |
546|44B+K. | 1  |0 | -39 |  -39  |       |0 |4 |1|39 |38 | 0 |TC[29697-41] |
549|44B+K..| 4  |UB_mid_47| -11 |KND -7 |       |50|46|6|40 |36 |42 |TC[0-7] GRND Ω |
549|44B+K..| 4  |UB_mid_47| -11 |KND -7 |       |50|46|6|40 |36 |42 |TC[0-7] GRND Ω Ω |
340| 3A+B  | 34 |mid| -18 |STN -16|       |22|22|4|79 |45 | 0 |GRND Ω |
340| 3A+B  | 34 |mid| -18 |STN -16|       |22|22|4|79 |45 | 0 |GRND Ω Ω |
341| 3A+BB | 20 |mid| -22 |LNC -16|       |24|22|5|65 |45 |-3 |GRND |
342|  1AU  | 30 |low| -12 |STN -3 |       |20|22|2|62 |32 | 0 |GRND |
343| 4A+B  | 28 |mid| -41 |  -31  |       |6 |4 |14|88 |60 | 0 |GI{H}[5-25] Ω |
343| 4A+B  | 28 |mid| -41 |  -21  |       |6 |4 |14|88 |60 | 0 |GI{H}[5-25] Ω Ω |
344| 4A+BB | 43 |mid| -26 |  -16  |       |6 |4 |14|88 |45 |36 |GI{H}[10-37] Ω |
344| 4A+BB | 43 |mid| -26 |   -6  |       |6 |4 |14|88 |45 |36 |GI{H}[10-37] Ω Ω |
345|4A+BBB | 58 |mid| -6  |   +4  |       |6 |4 |4|83 |25 |51 |GI{H}[10-37] GRND Ω |
345|4A+BBB | 58 |mid| -6  |  +14  |       |6 |4 |4|83 |25 |51 |GI{H}[10-37] GRND Ω Ω |
346| 4A+BB | 36 |mid| -49 |  -39  |       |8 |4 |4|104|68 |17 | |
347|4A+BB. | 41 |mid| -44 |  -34  |       |8 |4 |4|104|63 |-15| |
348|4A+BB..| 46 |mid| -39 |  -29  |       |8 |4 |4|104|58 |-15| |
349|A+BB...| 51 |mid| -24 |LNC -14|       |8 |12|5|94 |43 |-15| |
350| 9A+B  | 22 |mid| -35 |KND -29|       |20|22|5|80 |58 | 0 |TJ[22-54] TC[8-22] GRND Ω |
350| 9A+B  | 22 |mid| -35 |KND -29|       |20|22|5|80 |58 | 0 |TJ[22-54] TC[8-22] GRND Ω Ω |
351| 9A+B. | 22 |high| -60 |  -60  |       |0 |22|6|81 |59 |-24|TJ[22-54] TC[8-22] |
353|9A+B.? | 30 |mid| -50 |STN -38|       |10|22|4|97 |67 |40 |TJ[0-53] TC[54-79] GRND |
352|9A+B.??| 10 |mid| -25 |KND -21|       |20|22|3|60 |50 |-30|TJ[0-40] GRND |
350| 9A+B  | 22 |mid| -35 |KND -29|       |20|22|5|80 |58 | 0 |TJ[22-54] TC[8-22] GRND Ω |
350| 9A+B  | 22 |mid| -35 |KND -29|       |20|22|5|80 |58 | 0 |TJ[22-54] TC[8-22] GRND Ω Ω |
351| 9A+B. | 22 |high| -60 |  -60  |       |0 |22|6|81 |59 |-24|TJ[22-54] TC[8-22] |
353|9A+B.? | 30 |mid| -50 |STN -38|       |10|22|4|97 |67 |40 |TJ[0-53] TC[54-79] GRND |
354|9A+B.?.| 39 |mid| -40 |LNC -28|       |10|16|4|96 |57 |-9 |TJ[0-53] TC[54-79] GRND |
355|A+B.?..| 49 |mid| -20 |LNC -18|       |22|12|4|96 |47 |-8 |TJ[0-53] TC[54-79] GRND |
356| 5B+K  | 26 |mid| -6  |LNC -18|       |24|22|3|73 |47 | 0 |TC[18-66] GRND |
357| 6B+K  | 28 |mid| -4  |STN +6 |       |28|22|2|60 |32 | 0 |TC[26-35] |
358| 6B+K. | 0  |  | +0  |   +0  |       |  |7 | |115|-1 |-57| |
357| 6B+K  | 28 |mid| -4  |STN +6 |       |28|22|2|60 |32 | 0 |TC[26-35] |
359|6[B+K] | 28 |mid| -14 |   -4  |       |28|22|7|71 |43 |-29|TC[26-35] |
360|6[B+K].| 0  |  | +0  |   +0  |       |  |7 | |93 |-1 |-58| |
363| 3B+K  | 30 |mid| -8  |STN -14|       |30|22|7|73 |43 | 0 |TC[25-66] GRND |
367| 4B+K  | 74 |UB_mid_47| -17 |KND -7 |       |80|46|3|110|36 | 0 |TC[74-] GRND Ω |
367| 4B+K  | 78 |UB_mid_47| -13 |KND -3 |       |80|46|2|110|32 | 0 |TC[74-] GRND Ω Ω |
369| 9B+K  | 28 |mid| +10 |STN -20|       |16|22|2|77 |49 | 0 |TC[9-14] GRND Ω |
369| 9B+K  | 28 |mid| +10 |STN -20|       |16|22|2|77 |49 | 0 |TC[9-14] GRND Ω Ω |
370| 9B+K? | 49 |mid| +4  |KND +2 |LNC +2 |10|22|4|76 |27 |-39|GRND |
